university,count
"Dept. of Electrical and Computer Engineering / College of Computing and Informatics, Sungkyunkwan University",1
Case Western Reserve University,1
University of Rochester Medical Center,1
Shanghai Jiao Tong university,1
University of Illinois Urbana- Champaign,1
Jazan University,1
DBAPPSecurity,1
"State Key Lab of CAD&CG, Zhejiang University; Microsoft Research",1
"State Key Lab of CAD&CG, Zhejiang University",1
Florida International University,1
DiDi,1
Intel Labs,1
Skylark Wireless LLC,1
UT Dallas,1
Tatsuya Iizuka,1
"Institute of Software, Chinese Academy of Sciences",1
"Peking University and Telecom SudParis, Institut Polytechnique de Paris",1
"Technology and Engineering Center for Space Utilization, Chinese Academy of Sciences",1
National Taiwan University,1
Soochow University,1
UC Riverside,1
"University of California, Los Angeles Linguistics Department",1
Gallaudet University,1
Venkatesh Kodukula,1
State University of New York at Buffalo,1
Univerisity of Virginia,1
Tsinghua University & ByteDance Inc.,1
CNIC of CAS,1
Shanghai Jiao Tong University and Alibaba Group,1
Peking University and Alibaba Group,1
Tsinghua University and Alibaba Group,1
Sun Yat-Sen University,1
"Beihang University, The Chinese University of Hong Kong",1
Subhas Mukhopadhyay,1
Columbia,1
"IMDEA Networks, Universidad Carlos III de Madrid",1
University de Málaga,1
US Army Research Lab,1
Brigham Young University,1
Min Suk Kang,1
Cape,1
Theori,1
CISPA Helmholtz Center for Information Security,1
"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",1
"School of Computer Science and Engineering, Nanyang Technological University",1
"The University of Michigan, Ann Arbor",1
"Computer Network Information Center, Chinese Academy of Sciences",1
"The Hong Kong Polytechnic University, Princeton University",1
"Wireless Information Network Laboratory, Rutgers University",1
"Tsinghua University, Xiaomi Inc.",1
Xiaomi Technology Co. LTD,1
Mukesh Mantan,1
AT&T Labs Research,1
"School of Computer Science and Engineering, University of Electronic Science and Technology of China (UESTC), P.R. China；School of Computer Science, Southwest Petroleum University (SWPU), P.R. China",1
Michigan State Univesity,1
Samsung Research India Bangalore,1
"Myles) Liu (University of California, Irvine",1
"Data Science and Analytics Thrust, HKUST (GZ)",1
i2CAT Foundation,1
"NEC Laboratories Europe GmbH, i2CAT Foundation and ICREA",1
Beijing Big Data Centre,1
"Department of Computer Science and Engineering, University of Notre Dame",1
"Global Innovation Exchange & Department of Automation, Tsinghua University",1
Brave Software,1
Imperial College London and Brave Software,1
"School of Computing, KAIST, Daejeon, Korea, Republic of",1
"KAIST, Daejeon, Korea, Republic of",1
"Korea University, Seoul, Korea, Republic of",1
"School of Computing, KAIST & Fluiz, Daejeon, Korea, Republic of",1
University of Glasgow,1
"Institute of Software, Chinese Academy of Sciences and University of Chinese Academy of Sciences",1
"Telecom SudParis, Institut Polytechnique de Paris and Peking University",1
Beijing Xiaomi Mobile Software Company Ltd.,1
"Dept. of Computing and Software, McMaster University",1
"School of Computer Science, Peking University and SAMOVAR, Telecom SudParis, IP Paris",1
Dalian Jiaotong University,1
UMASS Amherst,1
MSR Asia and University of Massachusetts Amherst,1
"Michigan State University, University of Hawaii at Manoa",1
Zhejiang University & Alibaba Group,1
Vincent Li,1
Cisco Systems,1
"Noah's Ark Lab, Huawei",1
Kryptowire LLC,1
Zhejaing University,1
"Microsoft Research Asia, UT Austin",1
Zhejiang University of Technology,1
"Department of Infectious Diseases, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",1
Guangdong Provincial People's Hospital and Southern Medical University,1
SUNY Buffalo,1
McGill University,1
Simon Fraser University and Qatar Computing Research Institute,1
The Hong Kong University of Science and Technology (HKUST),1
Southwest Petroleum University (SWPU),1
Luke,1
Stanford,1
"AsiaInfo Technologies (China), Inc",1
"University of Texas at Arlington, University of Massachusetts Amherst",1
UW-Madison & Meta,1
East China Normal University,1
Johns Hopkins,1
"School of Computer Science and Technology, Shandong University",1
USRA,1
Interdigital,1
"Department of Neurology, The Affiliated Guangdong Second Provincial General Hospital of Jinan University; Guangzhou",1
"Department of Neurology, Shenzhen People's Hospital (The Second Clinical Medical College, Jinan University, The First Affiliated Hospital, Southern University of Science and Technology), Qian Zhang (HKUST",1
Rajax Network Technology (ele.me),1
Jacky) Shen (The Hong Kong University of Science and Technology (Guangzhou),1
Jiangxing Intelligence Inc.,1
Minchan Kim,1
"Beijing University of Posts and Telecommunications, and Beiyou Shenzhen Institute",1
University of Leeds,1
"Institute of Software, Chinese Academy of Sciences; University of Chinese Academy of Sciences",1
PekingUniversity; Institut Polytechnique de Paris,1
MicrosoftResearch Asia,1
Reitaku University,1
Raffles Institution,1
Vrije Universiteit Amsterdam,1
Paderborn University,1
City University of Hong Kong Matter Science Research Institute (Futian),1
Wuhan University of Technology,1
Hon Hai Research Institute,1
"Sungkyunkwan University, Korea, Republic of",1
"School of computer science and technology, Harbin Institute of Technology",1
"School of Electronic, Electrical and Communication Engineering, University of Chinese Academy of Sciences",1
Harbin Institute of Technology,1
"Dept. of ECE, Auburn University, Auburn, AL",1
"Dept. of ECE, Auburn University",1
University at Buffalo (SUNY),1
Princeton University/Purdue University,1
IBM Thomas J. Watson Research Center,1
Durham University,1
University of Tennessee at Chattanooga,1
IIIT Delhi,1
IIIT-Delhi,1
Chungnam National University,1
Ali Maatouk,1
H. Vincent Poor,1
Ocean University of China,1
the University of Aizu,1
University of South Florida,1
Massachusetts Institute of Technology Lincoln Lab,1
"Orange Labs, Lannion, France",1
"Purdue University, West Lafayette",1
The Chinese University of Hong Kong and Purdue University (on leave),1
ShanghaiTech University,1
Washington State University,1
IIT Bombay,1
IIT Madras,1
Bloomberg LP,1
Hewlett Packard Labs/Carnegie Mellon University,1
Ontario Tech University,1
Ericsson Canada,1
Westlake University,1
"University of Texas at Austin, Massachusetts Institute of Technology Lincoln Laboratory",1
Myeung Suk Oh,1
University of Wisconsin-Whitewater,1
"RPI, UCSD",1
Northeast University,1
"University of Nevada, Las Vegas",1
University of Louisville,1
Francesco Pessia,1
Middle East Technical University,1
Abusayeed Saifullah,1
"Wayne State University, US",1
"University of Nevada, Reno",1
The State University of New York at Buffalo,1
"Hasso Plattner Institute, University of Potsdam",1
Mississippi State University,1
University of Texas Austin,1
University of Brescia,1
Montclair State University,1
"SIAT, CAS",1
Xidian University) and Dingyi Fang (Northwest University,1
"The Chinese University of Hong Kong, Shenzhen, Shenzhen Institute of Artificial Intelligence and Robotics for Society",1
Soongsil University,1
"University of Science and Technology of China, Microsoft Research",1
"Institute for AI Industry Research (AIR), Tsinghua University, Shanghai Artificial Intelligence Laboratory",1
"IMDEA Networks Institute, Universidad Carlos III de Madrid",1
UNC Chapel Hill,1
University of North Carolina at Chapel Hill) and Shahriar Nirjon (UNC Chapel Hill,1
Seattle Children's Hospital and Research Institute,1
University of Washington and Google,1
Shanghai Jiao Tong Univeristy,1
Colorado University Boulder,1
Central South University; Microsoft Research,1
University of Southern California; Microsoft Research,1
Alibaba Group) Songfan Li (The Hong Kong University of Science and Technology,1
"School of Cyber Science and Technology, Zhejiang University",1
University of California Merced,1
Singapore Institute of Technology,1
FriendliAI and Seoul National University,1
"Tsinghua-Berkeley Shenzhen Institute, Shenzhen International Graduate School, Tsinghua University",1
Jonghyuk Yun,1
KAIST/Yonsei University,1
"University of California, Los Angeles & Amazon AWS AI Labs",1
Xidian University,1
University of Buffalo,1
SBA Research,1
Stevens Institue of Technology,1
West Lafayette Jr./Sr. High School,1
"Institute of Information Engineering, Chinese Academy of Sciences",1
Beijing Information Science & Technology University,1
"Institute for AI Industry Research, Tsinghua University",1
JPMorganChase,1
JPMorgan Chase,1
University of Kansas,1
"Peking University, Key Laboratory of High Confidence Software Technologies, Ministry of Education (PKU)",1
University of Maryland College Park,1
Guangdong University of Technology,1
University of Nebraska Lincoln,1
"Microsoft Research, UT Austin",1
"University of Electronic Science and Technology of China; Southwest Petroleum University; Sichuan Artifcial Intelligence Research Institute, Yibin, China",1
"Shenzhen University, The Hong Kong University of Science and Technology (Guangzhou)",1
Sarit Mukherjee,1
"i2CAT, NEC Labs Europe, and ICREA",1
Nessie Circuits,1
"The Chinese University of Hong Kong, Hong Kong SAR, China",1
Sooriya Patabandige Pramuka Medaranga,1
iSINGLab at Hong Kong University of Science and Technology,1
Xi'an Jiaotong University and National University of Singapore,1
Vincent Leung,1
Massachusetts Institute of Technology and University of Michigan,1
and Nandita Dukkipati,1
Wuhan University and City University of Hong Kong,1
Nanjing University of Science and Technology,1
Lukasz Tomczyk,1
Microsoft and University of Texas at Austin,1
University of Illinois Urbana-Champaign and VMware Research,1
Shanghai Jiao Tong University and Chinese Academy of Sciences,1
Richard Schooler,1
"University of California, Berkeley and Google",1
Nanjing University and Alibaba Group,1
University of Southern California Information Sciences Institute,1
Woosuk Kwon,1
The University of Hong Kong and Tsinghua University,1
Meta and Johns Hopkins University,1
Concordia University,1
Peking University and Tencent Inc.,1
Peking University and Zhongguancun Laboratory and Key Laboratory of High Confidence Software Technologies,1
ULisboa,1
Koyel Mukherjee,1
Huawei Theory Department,1
University of Science and Technology of China and Microsoft Research,1
Institute of Software,1
Chinese Academy of Sciences and University of Chinese Academy of Sciences,1
Peking University and Institut Polytechnique de Paris,1
Dartmouth College,1
Shanghai AI Laboratory and Peking University,1
Shanghai AI Laboratory and Shanghai Jiao Tong University,1
Shanghai AI Laboratory,1
Shanghai AI Laboratory and SenseTime Research,1
Shanghai AI Laboratory and CUHK,1
Huawei Technologies Co.,1
Hong Kong University of Science and Technology and University of Science and Technology of China,1
University of Wisconsin - Madison,1
Tsinghua University and Tencent,1
Google Research and Cornell,1
YouTube,1
Yuke Hong,1
LitePred: Transferable and Scalable Latency Prediction for Hardware-Aware Neural Architecture Search,1
Vineela Kukkadapu,1
Meta Platforms Inc.,1
Santa Clara University,1
Chieh-Chun Chang and Petr Husak,1
Mayukh Das,1
Microsoft365 Research,1
Pixel Lab,1
and Columbia University,1
Inc.,1
The Hong Kong Polytechnic University and Princeton University,1
The Hong Kong Polytechnic University and The University of Edinburgh,1
Shenzhen Research Institute,1
Tsinghua University and Beijing University of Posts and Telecommunications,1
Tsinghua University and Beihang University,1
Emory University and Keystrike,1
and Key Laboratory of High Confidence Software Technologies,1
IMDEA Software Institute and Universidad Politécnica de Madrid,1
IMDEA Software Institute,1
Sapienza University of Rome,1
RWTH Aachen University,1
Microsoft Corporation,1
University of Utah and Black Hills Information Security,1
Mukarram Tariq,1
National Research Center for Applied Cybersecurity ATHENE and Fraunhofer Institute for Secure Information Technology SIT,1
Goethe-Universität Frankfurt and National Research Center for Applied Cybersecurity ATHENE,1
National Research Center for Applied Cybersecurity ATHENE and Technische Universität Darmstadt and Fraunhofer Institute for Secure Information Technology SIT,1
Microsoft Research and University of Chicago,1
ByteDance Inc,1
and Tsinghua Shenzhen International Graduate School,1
Xincheng Xie,1
Yukai Miao,1
Israel Institute of Technology,1
Oberlin College,1
University of Pennsylvania and Microsoft Research,1
"University of Washington and University of California, Los Angeles",1
Fudan University and Tencent,1
Pineapple: Unifying Multi-Paxos and Atomic Shared Registers,1
HA/TCP: A Reliable and Scalable Framework for TCP Network Functions,1
Google and University of Toronto,1
Data Centers Queuing and Routing,1
ClubHeap: A High-Speed and Scalable Priority Queue for Programmable Packet Scheduling,1
University of Illinois Chicago,1
Google and University of Utah,1
Institute of Parallel and Distributed Systems,1
and Xinchi Han,1
School of Software,1
Key Laboratory for Information System Security,1
Yukun Chen,1
Sungshin Women's University,1
University of Göttingen,1
Johns Hopkins University and Hewlett Packard Labs,1
"Microsoft and University of California, Berkeley",1
Queen Mary University of London and Politecnico di Milano,1
Sukrit Kalra,1
The College of Management Academic Studies,1
Xenofon Foukas and Bozidar Radunovic,1
Microsoft Research and UIUC,1
National Research Center for Applied Cybersecurity ATHENE and Goethe-Universität Frankfurt,1
Yukai Miao and Yu Bai,1
Xi'an Jiaotong University and Shanghai Innovation Institute,1
and Google DeepMind,1
Tufts University,1
and Esha Choukse,1
Southeast University and Tsinghua University,1
Tsinghua University and BNRist,1
Microsoft Azure Research,1
and Purple Mountain Laboratories,1
Technion - Israel Institute of Technology,1
NEC Labs,1
Wuxi Institute of Technology,1
and Zhongguancun Laboratory,1
RISE Research Institutes of Sweden,1
Roma Tre University,1
Gangmuk Lim,1
University of Illinois Urbana-Champaign and xAI,1
"Monash University, Australia & The University of Melbourne, Australia",1
"Karlsruhe Institute of Technology, Germany",1
"Karlsruhe Institute of Technology & Centre for Tactile Internet (CeTI)/TU Dresden, Germany",1
"Paderborn University, Germany",1
"South East Technological University, Ireland",1
"Huawei Technologies Research and Development UK Ltd, United Kingdom (Great Britain)",1
"Yahoo Japan Corporation, Japan",1
"Ritsumeikan University, Japan",1
"Universiy of Tokyo, Japan",1
"University of Tokyo, Japan",1
"Georgia Insitute of Technology, USA",1
"University of Twente, The Netherlands",1
Riki Ukyo,1
Valeria Cardellini and Francesco Lo Presti,1
"University of Rome Tor Vergata, Italy",1
"New Jersey Insittute of Technology, USA",1
"Qualcomm Technologies Inc, USA",1
"Qualcomm Incorporated, USA",1
"Kent State University, USA",1
"Delft Technology University, The Netherlands",1
"University of Brescia, Italy",1
"IIT KHARAGPUR, India",1
"IIT Kharagpur, India",1
"Cambridge University, United Kingdom (Great Britain) & Nokia Bell Labs, Cambrdige, United Kingdom (Great Britain)",1
"Hamburg University of Applied Sciences & Hamburg University of Technology & NXP Semiconductors, Germany",1
"Hamburg University of Technology, Germany",1
"Nokia Bell Labs, United Kingdom (Great Britain)",1
Vincent Bode,1
"TU Müncheng, Germany",1
"Hong Kong University of Science and Technology & University of Helsinki, Hong Kong",1
Keisuke Higashiura,1
Yusuke Asai,1
"Nagoya University, Japan",1
"Western Michigan University, USA",1
"Deutsches Forschungszentrum für Künstliche Intelligenz & University of Kaiserslautern, Germany",1
"RPTU, Germany",1
"The Hong Kong University of Science and Technology & Southern University of Science and Technology, China",1
"University of Cologne, Germany",1
"University of Maryland, Baltimore County",1
University of Massachusetts at Amherst,1
University of Texas at Dallas) and Daqing Zhang (Peking University,1
Osaka University) and Takuya Maekawa (Osaka University,1
and Paul Lukowicz,1
Masamitsu Fukuda,1
Advanced Institute of Industrial Technolog,1
CSIRO) and Sara Khalifa (Queensland University of Technology,1
Korea Advanced Institute of Science and Technology) and Dongman Lee (Korea Advanced Institute of Science and Technology,1
Virginia Commonwealth University) and Tamer Nadeem (Virginia Commonwealth University,1
Western Sydney University,1
The University of Texas at Austin & Virginia Tech,1
Ritsumeikan University,1
"Deloitte, Germany",1
"IRIT - CNRS, France",1
"IRIT - Université de Toulouse, France",1
Canada,1
"University Health Network, Canada",1
"Sunnybrook Health Sciences Centre, Canada",1
"Indian Institute of Technology Madras, India",1
"Indian Institute of Technology, Madras, India",1
"Nocturnal.Inc, USA",1
"University of North Carolina at Charlotte, USA",1
"Ulsan National Institute of Science and Technology, Korea (South)",1
"University of Maryland, College Park, USA",1
"Eindhoven University of Technology, The Netherlands",1
"University of Nebraska Omaha, USA",1
"University of Hawaii at Manoa, USA",1
"Northumbria University Newcastle, United Kingdom (Great Britain)",1
"Univ Rennes, CNRS, INRIA, IRISA",1
"IRIT-INPT, France",1
"INSA Rennes, France",1
"Argonne National Laboratory, USA",1
"Hara Laboratory, Osaka University, Japan",1
"Deakin University, Australia",1
"Harbin Institute of Technology Shenzhen, China",1
"Guangdong Second Provincial General Hospital, China",1
"Lahore University of Management Sciences (LUMS), Pakistan",1
"CISPA Helmholtz Center for Information Security, Germany",1
"LUMS, Pakistan",1
"Télécom SudParis / IP Paris, France",1
"University of Patras, Greece & Télécom SudParis, IP Paris, France",1
"Portland State University, USA",1
"University of Sydney, Australia",1
"University of Jayawardenapura, Sri Lanka",1
"Curtin University, Australia",1
"Colorado State University, USA",1
"DFKI, RPTU Kaiserslautern, Germany",1
"University of Michigan at Dearborn, USA",1
"University of Michigan- Dearborn, USA",1
"UMDearborn, USA",1
"University of Kassel, Germany",1
"Queensland University of Technology (QUT), Australia",1
"CSIRO, Australia",1
"Queensland University of Technology, Australia",1
"Queensland University of Technology & CSIRO, Australia",1
"Trinity College Dublin, Ireland",1
Yukuan Ding,1
"Pontificia Universidad Católica del Perú, Peru",1
"Cornell University, USA",1
"Cornell, USA",1
Lukas Heimes,1
LUMS,1
"Fudan University, Peng Cheng Laboratory",1
Fraunhofer SIT,1
"Fraunhofer SIT, TU Darmstadt",1
Goethe-University Frankfurt and Fraunhofer SIT,1
Fraunhofer SIT and TU Darmstadt,1
Alibaba Cloud & Peking University,1
Uber Technology,1
University of Toronto and Microsoft,1
"Microsoft, UIUC",1
"Microsoft, University of Washington",1
UMass Amherst & Akamai Tech,1
University of California at San Diego,1
Petr Lapukhov,1
UMass Amherst/Meta,1
Massachusetts Institute of Technology / University of Michigan,1
Samyukta Yagati,1
Anyscale,1
Yousuk Seung,1
University of North Carolina at Chapel Hill,1
Corelight,1
Nick Sullivan and Luke Valenta,1
"University of Michigan, Cloudflare Inc.",1
Google/University of Washington,1
"Institute for Network Sciences and Cyberspace, Tsinghua University",1
bytedance,1
Meta AI,1
Intentionet,1
"Intentionet, University of Washington",1
"Intentionet, University of California, Los Angeles",1
Mukarram Tariq and Amin Vahdat,1
Google/UC San Diego,1
National Univeristy of Singapore,1
University of Illinois Urbana - Champaign,1
VMWare Research,1
UIUC and VMware,1
Akita Software,1
Litsoft,1
Old Dominion University,1
Duke,1
The University of Texas at Austin and Microsoft,1
Netflix,1
Communication University of China,1
Google and University of Warsaw,1
Brandenburg University of Technology,1
BENOCS,1
"Peking University, School of Computer Science",1
"Huawei Cloud Computing Technologies Co., Ltd",1
inFocus Networks,1
"UC Irvine, VMware Research",1
LBL,1
ESNet,1
Mount Holyoke College,1
Carnegie Mellon Unversity,1
"Meta, University of Chicago",1
Peking University; New York University Shanghai,1
Yangzhou University and Southeast University,1
ZTE Corporation,1
Colgate University,1
Luke Jacobs,1
"Indian Institute of Technology, Kanpur",1
"Tianjin University & Huaxiahaorui Technology (Tianjin) Co., Ltd.",1
BreezeML,1
"ICSI and University of California, Berkeley",1
Guangdong Communications & Networks Institute,1
Institute of Future Networks in Southern University of Science and Technology,1
Zachary Kincaid,1
Luke Marshall,1
OpenAI,1
Amazon Prime Video / NCSU,1
Amazon Prime Video,1
"School of Computing, University of Otago, New Zealand",1
"School of Innovation, Design and Engineering, Mälardalen University, Sweden",1
Universidad de Buenos Aires,1
Ookla Inc.,1
UC San Diego / CAIDA,1
UCLouvain,1
Moloco,1
The University of British Columbia,1
École Polytechnique Fédérale de Lausanne,1
IMDEA NETWORKS,1
Federal University of Pará,1
"Paul G. Allen School, University of Washington",1
Bytedance,1
"NIO, Tsinghua University",1
NIO,1
Inspur,1
Censys Inc.,1
UMass,1
Southeast University; Jiangsu Future Networks Innovation Institute,1
"Southeast University; State Key Laboratory of Networking and Switching Technology, BUPT, China; Purple Mountain Laboratories",1
"State Key Laboratory of Networking and Switching Technology, BUPT, China; Purple Mountain Laboratories",1
"Jiangsu Zhiwang Technology Co., Ltd.",1
"China Mobile Communications Group Shandong Co., Ltd.",1
"China Telecom Co., Ltd.",1
China United Network Communications Corporation Jiangsu Branch,1
Nvidia,1
Harnets.AI,1
Hunan University of Technology and Business,1
Infrawaves,1
Peking University & StepFun & Lightelligence Pte. Ltd.,1
Johns Hopkins University & Meta,1
Anapaya Systems AG,1
"Instituto de Telecomunicações, Instituto Superior Técnico",1
UBS AG,1
Australian National University,1
Lisa Suzuki,1
Waseda University,1
"ITSC, The Hong Kong University of Science and Technology",1
EmbedWay,1
Microsoft Azure,1
"Institute of Computing Technology, Chinese Academy of Sciences; University of Chinese Academy of Sciences",1
LISTIC; Université Savoie Mont Blanc,1
"Clockwork Systems, Inc",1
"School of Computing Technologies, RMassachusetts Institute of Technology University",1
Hangzhou Feitian Cloud and Alibaba Group,1
UCSB,1
"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",1
Hong Kong University of Science and Technology and Huawei,1
Sean) Kao (ByteDance,1
"Department of Computer Science, National University of Singapore",1
Anapaya Systems,1
SWITCH,1
UFMS,1
SingAREN,1
WACREN,1
GMU / Sobieski Systems & Services,1
GÉANT,1
Tsinghua University/Microsoft Reaearch,1
UMass Amherst & Akamai Technologies,1
Nanjing University and Alibaba Cloud,1
New York University Shanghai and Alibaba Cloud,1
Kuaishou,1
Sangfor Technologies Inc,1
China telecom,1
"China Telecom Cybersecurity Technology Co., Ltd.",1
University of Seoul,1
Dankook University,1
ETRI,1
Chonnam National University,1
Roman Beltiukov,1
Open University of Israel,1
"NIKSUN, Inc.",1
University of Oregon,1
Renmin Univerity of China,1
"Newcastle University, United Kingdom",1
"Beijing Jiaotong University, Beijing, China",1
"DAMO Academy, Alibaba Group",1
Mincheol Cho,1
SK Telecom / KAIST,1
Naver,1
SK Telelcom / KAIST,1
Qatar Computer Research Institute - Hamad Bin Khalifa University,1
"Tsinghua University, Beijing, P.R.China",1
Louisiana State University,1
"University of Pisa, Pisa, Italy",1
Mosaix.ai,1
Shintaro Fukushima,1
GEOMAR Helmholtz Centre for Ocean Research Kiel,1
Naval Academy Research Institute,1
Wellesley College,1
University of Cyprus,1
bhzheng@smu.edu.sg,1
Denmark,1
Francesco Lettich,1
IMT Lucca,1
University of Ioannina,1
National and Kapodistrian University of Athens,1
Alibaba Group and Tsinghua University,1
University of Arizona,1
Universidade NOVA de Lisboa,1
Ecole Polytechnique Federale de Lausanne,1
Independent Consultant,1
Georgina Lukoczki,1
Shenzhen International Graduate School,1
HKGAI,1
School of Artificial Intelligence of Jilin University,1
Corporate State University of Mannheim,1
Chair of Data Science in Earth Observation,1
Illinois Institute of Technology,1
University of Illinois at Chicago,1
Electrical Engineering and Computer Science,1
NASA,1
USA,1
University of Colorado,1
Oracle Inc.,1
Atmospheric Sciences,1
Lehigh University,1
Department of Geography and Geoinformation Science,1
University of Michigan-Ann Arbor,1
Suntek Inc.,1
Flowering Tree Tech Limited,1
Neufast,1
Harokopio University,1
University of Cologne,1
University of Technology Sydney,1
LY Corporaiton,1
Media Lab,1
Department of Computer Science and Technology,1
College Park,1
Geography and the Environment,1
Geography,1
Geographical Sciences,1
Lawrence Berkeley National Lab,1
ISP RAS Research Center for Trusted Artificial Intelligence,1
Research Center Interdata,1
Los Alamos National Laboratory,1
HSE University,1
Department of Applied Science,1
Data Science Program,1
"University of California, Riverside) and Amr Magdy (University of California, Riverside",1
NTNU) and Michael Grossniklaus (University of Konstanz,1
"CityAI Lab, Transport and Logistics Group, Delft University of Technology",1
"Department of Transport & Planning, Delft University of Technology",1
"Department of Transport Engineering and Logistics, Pontificia Universidad Católica de Chile) and Oded Cats (Department of Transport & Planning, Delft University of Technology",1
Oak Ridge National Laboratory) and Steven Christopher (Oak Ridge National Laboratory,1
Aalborg University) and Kristian Torp (Aalborg University,1
University of North Carolina at Charlotte) and Xin Huang (Towson University,1
"KDDI Research, Inc.) and Yan Liu (University of Southern California",1
General Motors) and Fan Bai (General Motors,1
"Harbin Institute of Technology (Shenzhen)) and Jun Luo (Research & Technology Development, Logistics and Supply Chain MultiTech R&D Centre",1
Razan Albayouk,1
University Of Sharjah,1
University of Sharjah) and Imad Afyouni (University of Sharjah,1
The University of Melbourne) and Majid Sarvi (The University of Melbourne,1
RMassachusetts Institute of Technology University) and Flora D. Salim (University of New South Wales,1
University of Freiburg) and Johannes Kalmbach (University of Freiburg,1
Iowa State University) and Xueqin Chen (Kash Institute of Electronics and Information Industry,1
Université Libre de Bruxelles (ULB)) and Mahmoud Sakr (Université Libre de Bruxelles,1
Indiana University Bloomington) and Zhe Jiang (University of Florida,1
RMassachusetts Institute of Technology University) and Flora Salim (University of New South Wales,1
UNSW,1
University of Minnesota) and Shashi Shekhar (University of Minnesota,1
Université libre de Bruxelles) and Mahmoud Sakr (Université Libre de Bruxelles,1
Indiana University,1
Los Alamos National Laboratory) and Philipe Dias (Oak Ridge National Laboratory,1
George Mason University) and Antonios Anastasopoulos (George Mason University,1
Wherobots,1
Politecnico di Torino) and Paolo Garza (Politecnico di Torino,1
University of Southern California) and Cyrus Shahabi (University of Southern California,1
University of Marburg,1
University of Marburg) and Bernhard Seeger (University of Marburg,1
NSF National Center for Atmospheric Research,1
University of Pittsburgh) and Yiqun Xie (University of Maryland,1
"Worcester Polytechnic Institute (WPI)) and Jun Luo (Research & Technology Development, Logistics and Supply Chain MultiTech R&D Centre",1
Leuphana University Lueneburg,1
University of Hamburg) and Ricardo Usbeck (Leuphana University Lueneburg,1
Tulane University) and Andreas Züfle (Emory University,1
Armada,1
Armada) and Pragyana K. Mishra (Armada,1
"BIFOLD, TU-Berlin",1
"Université Libre de Bruxelles) and Steffen Zeuch (BIFOLD, TU-Berlin",1
Carnegie Mellon University) and Leman Akoglu (Carnegie Mellon University,1
University of Southern California) and Jonathan Qin (University of Southern California,1
Wrocław University of Science and Technology) and Piotr Szymański (Wrocław University of Science and Technology,1
Yuki Kubota,1
Institute of Science Tokyo) and Masamichi Shimosaka (Institute of Science Tokyo,1
National and Kapodistrian University of Athens) and Theodore Dalamagas (Athena Research Center,1
Missouri University of Science and Technology,1
Missouri University of Science and Technology) and Satish Puri (Missouri University of Science and Technology,1
University of Applied Sciences Osnabrück) and Christian Kray (University of Münster,1
"Beijing Baixingkefu Network Technology Co., Ltd.",1
"Beijing Baixingkefu Network Technology Co., Ltd.) and Kaiqi Zhao (the University of Auckland",1
Keisuke Otaki,1
Tomosuke Maeda,1
"Toyota Central R&D Labs., Inc.) and Takayoshi Yoshimura (Toyota Central R&D Labs., Inc.",1
"University of California, Riverside) and Michael Goodrich (University of California, Irvine",1
"University of Maryland) and Zhili Li (University of Maryland, College Park",1
Chongqing University) and Yuxuan Liang (The Hong Kong University of Science and Technology (Guangzhou),1
University of Calgary) and Xin Wang (University of Calgary,1
"University of California, Riverside) and Ahmed Eldawy (University of California, Riverside",1
Tanjim Bin Faruk,1
"Department of Computer Science, Colorado State University) and Sangmi Pallickara (Colorado State University",1
Carnegie Mellon University) and Khaled A. Harras (Carnegie Mellon University,1
Emory University) and Andreas Züfle (Emory University,1
University of Zurich,1
University of Zurich) and Zhaonan Wang (New York University Shanghai,1
University of Florida) and Guang Wang (Florida State University,1
"iHARP, University of Maryland Baltimore County",1
"iHARP, University of Maryland Baltimore County) and Nicole-Jeanne Schlegel (NOAA",1
"Department of Advanced Interdisciplinary Studies, The University of Tokyo",1
"Center for Spatial Information Science, The University of Tokyo) and Yoshihide Sekimoto (Center for Spatial Information Science, The University of Tokyo",1
University of North Texas) and Yan Huang (University of North Texas,1
"Department of Applied Mathematics and Statistics, Stony Brook University) and Esther Arkin (Department of Applied Mathematics and Statistics, Stony Brook University",1
Susann Kriebisch,1
Evangelos Boukas,1
Ryosuke Negoro,1
Kosuke Yoshizaki,1
Toshiyuki Katsumi,1
Ritecs Inc.,1
Finger Vision Inc.,1
"Shibaura Institute of Technology, The University of Tokyo",1
Kogakuin University,1
Japan Atomic Energy Agency,1
DFKI,1
"Deutsches Forschungszentrum für Künstliche Intelligenz GmbH (DFK) Origanti, Vamsi Krishna (Deutsches Forschungszentrum für Künstliche Intelligenz GmbH (DFK) Kirchner, Frank (University of Bremen",1
Technical University Munich,1
Technical University of Munich - Institute for Micro Technology,1
Lund University,1
Nevada National Security Sites (RSLN),1
Nevada National Security Site,1
Lawrence Berkeley Lab,1
HUN-REN Institue for Computer Science and Control,1
HUN-REN SZTAKI Institute for Computer Science and Control,1
SZTAKI,1
MTA SZTAKI,1
HUN-REN Institute for Computer Science and Control (SZTAKI),1
Bosch (China) Investment Ltd.,1
Drexel University,1
Karlsruhe Institute of Technology,1
"Fraunhofer IOSB, Karlsruhe",1
Fraunhofer IOSB,1
Karlsruhe Institute of Technology (KIT),1
Fraunhofer Gesellschaft,1
German Rescue Robotic Center,1
German Rescue Robotics Center (DRZ),1
Energy Robotics GmbH,1
